
Salumificio Gastaldi\Via Giorgio Sidney Sonnino, 2/A, 43126 Parma PR\http://www.salumificiogastaldi.it/\0521 980632\info@salumificiogastaldi.it\PR\
Fontana Ermes SpA\Via S. Vitale, 12, 43038 Sala Baganza PR\http://www.ermesfontana.it/\0521 335811\info@ermesfontana.it fontana@pec.ermesfontana.it\PR\
S. Ilario Prosciutti\Via Ponticella, 18, 43037 Lesignano De' bagni PR\\0521 857144\\PR\
Stabilimento di Lagrimone del Salumificio Ferrari Giovanni s.r.l. -- Prosciutto di Parma\Str. Massese, 272, 43028 Lagrimone PR\http://www.prosciuttiferrari.it/\0521 866982\info@prosciuttiferrari.it\PR\
Salumificio Bocchi Lucedio Srl\Piazza Italo Pizzi, 5, 43045 Fornovo di Taro PR\http://www.salumibocchi.it/\0525 2484\bocchilucediosas@pec.it info@salumificiobocchi.it info@salumibocchi.it\PR\
Capanna Alberto Prosciutti\Via Sala Baganza, 2, 43044 Collecchio PR\http://www.capannaprosciutti.com/\0521 805477\commerciale@capannaprosciutti.com info@capannaprosciutti.com\PR\
Salumificio Valtermina Snc\Via Per Parma, 11, 43029 Traversetolo PR\https://www.valtermina.com/\0521 842662\info@valtermina.com\PR\
Bertolotti Mauro\Via dei Farnese, 2, 43125 Parma PR\http://www.maurobertolotti.it/\335 472 003\info@maurobertolotti.it\PR\
Salumificio Siri\Via Giosuè Carducci, 5, 43035 Felino PR\https://www.salumificiosiri.it/\0521 831296\\PR\
Labadini Srl\Via Vincenzo Re, 42, 43125 Parma PR\\0521 336404\\PR\
Pelacci Callisto snc\Via Per Parma, 75, 43029 Traversetolo PR\http://www.pelaccicallisto.it/\0521 842712\\PR\
Prosciuttificio Tre Stelle\Via Aldo Moro, 2, 43035 Felino PR\\0521 835320\\PR\
Salumificio Frati & C.\Via IV Novembre, 42, 43012 Fontanellato PR\http://www.salumifrati.it/\0521 822686\info@salumifrati.it\PR\
Salumificio Ducale SRL\Via al Macello, 10, 43052 Colorno PR\http://www.salumificioducale.it/\0521 815476\info@salumificioducale.it\PR\
Salumificio San Prospero S.R.L.\Via Costa, 2, 43021 Corniglio PR\https://www.salumificiosanprospero.com/\0521 887135\info@salumificiosanprospero.com\PR\
Cabrini Salumi S.N.C.\Str. Langhirano, 558, 43124 Parma PR\http://www.cabrinisalumi.it/\0521 630395\info@cabrinisalumi.it\PR\
Salumificio Monpiu' Srl\Via Tomasicchio, 11, 43013 Langhirano PR\\0521 357072\\PR\
Boschi Mario & Figlio Snc\Via della Parma, 44, 43037 Mulazzano Ponte PR\\0521 861107\\PR\
Prosciuttificio S. Giacomo s.r.l.\Via S. Vitale, 37, 43038 L. P. San Vitale PR\https://www.prosciuttificiosangiacomo.it/\0521 830179\\PR\
Salumi & Formaggi\Via Milano, 12, 43122 Parma PR\\\\PR\
Salumificio Santa Rosa Societa' Cooperativa\Via Cerreto, 19/1, 43035 Felino PR\https://santa-rosa-soc-coop.business.site/\0521 337258\\PR\
Salumificio CAVALLI MAURIZIO\Strada Ripa, 55, 43044 Gaiano PR\\0521 809262\\PR\
Salumificio Val Parma (S.N.C.)\Via Cascinapiano, 44, 43013 Langhirano PR\\0521 852360\\PR\
Eli Prosciutti S.p.A.\Via Per Parma, 73, 43029 Traversetolo PR\http://www.eliprosciutti.it/\0521 844407\info@eliprosciutti.it\PR\
Salumificio Master Due S.R.L.\Via Ponticella, 16, 43037 Mulazzano Ponte PR\http://www.masterprosciutti.it/contattaci/\0521 857301\\PR\
Salumificio Dallatana\Via Provinciale, 4/A, 43011 Busseto PR\http://www.dallatana.it/\0524 935024\info@dallatana.it\PR\
Giuseppe Citterio Salumificio S.P.A.\Via E. Damenti, 16/b, 43035 Poggio PR\\0521 830215\\PR\
Salumificio\Via Roma, 84, 43013 Langhirano PR\\\\PR\
Salumificio Barbieri Enzo\Strada Case Schianchi, 8, 43013 Langhirano PR\https://www.barbierienzosalumificio.com/\0521 857247\\PR\
Salumificio Quinzanello\Via della Parma, 32, 43037 Lesignano De' bagni PR\\\\PR\
Salumificio S. Pietro S.p.A.\Via Cavo, 6, 43037 Mulazzano Ponte PR\http://www.sanpietro.com/\0521 853049\sanpietro@casalespa.com\PR\
Postal Salumi SAS - CANTINA e LA DEGUSTERIA\Via C. Guerci, 16, 43013 Langhirano PR\https://www.salumilanghirano.it/\0521 857445\info@salumilanghirano.it\PR\
Simonini Vittorio S.r.l.\Str. Vallo di sotto, 3, 43013 Langhirano PR\https://www.simoniniprosciutti.com/\0521 857545\info@simoniniprosciutti.com\PR\
Burlenghi Salumi - produzione e vendita carni e salumi stagionati\102, SS9, 43012 Ponte Gambino PR\https://www.burlenghisalumi.it/\0521 827038\burlenghisrl@libero.it\PR\
Sapi Salumeria snc\Via Copelli, 9/C, 43121 Parma PR\\0521 285677\\PR\
Salumificio Ponte Romano sas di Quagliaroli Bruno e C.\Via Ponte Romano, 2, 43021 Corniglio PR\\0521 881238\\PR\
Prosciuttificio Boschi Elidio S.n.c.\Str. Corniglio, 29, 43013 Langhirano PR\http://www.boschielidio.it/\0521 861165\infoprosciutti@boschielidio.it\PR\
Salumificio Angelico\Str. degli Azzali, 67, 43019 Soragna PR\https://salumificioangelico.it/\0524 598206\\PR\
Casa Graziano Prosciutto Artigianale\SP665, 29, 43028 Capoponte PR\http://www.casagraziano.com/\0521 855023\info@casagraziano.com\PR\
Salumificio di Riano di Montali Carla & C. Snc\Vicolo della Latta, 7, 43013 Riano PR\https://www.salumificiodiriano.com/\0521 357130\info@salumificiodiriano.com\PR\
Salumi Boschi Fratelli S.p.a.\Via G. Garibaldi, 27/B, 43035 Felino PR\http://www.boschifratelli.com/\0521 836559\info@boschifratelli.com\PR\
Cavalier Umberto Boschi\Via Aldo Moro, 3/A, 43035 Felino PR\http://www.umbertoboschi.it/\0521 836724\\PR\
Katia Prosciutti\Via S. Vitale, 23, 43038 Sala Baganza PR\\0521 330112\\PR\
Stefanoinox Srl - Attrezzature per Salumifici - Prosciuttifici e Macelli\Via Leonardo da Vinci, 5, Loc. Ponte Taro, 43010 Fontevivo PR\http://stefanoinox.it/\0521 618811\stefanoinox@gmail.com gretaleurieri@gmail.com\PR\
Salumificio Ferrari Enrico & Mario (S.N.C.)\Via Cavo, 10, 43037 Mulazzano Ponte PR\\0521 857641\\PR\
Prosciuttificio San Domenico Spa\Strada Provinciale Massese, 294, 43028 Lagrimone, Tizzano Val Parma PR\http://www.sandomenicospa.it/\0521 866726\\PR\
Royal Prosciutti Srl\Via del Torrente, 2, 43038 L. P. Castellaro PR\https://www.royalprosciutti.it/\0521 831066\ramona@royalprosciutti.it\PR\
GC Prosciutti S.R.L\Via della Parma, 19, 43037 Lesignano De' bagni PR\https://citterio.com/it/home\0521 850044\\PR\
Prosciutti Doc & G S.R.L.\Via Enrico Berlinguer, 3, 43013 Langhirano PR\https://www.martelli.com/it/\0521 858241\info@martelli.com martellisalumi@martelli.com\PR\
Tanara Emilio & C. S.N.C.\43028 Moragnano PR\\0521 866928\\PR\
Grandi Salumifici Italiani\Via Cascinapiano, 2D, 43013 Langhirano PR\\0521 852708\\PR\
Bedogni Egidio Spa\Via Fanti D'Italia, 75, 43013 Langhirano PR\http://www.bedogniegidio.it/\0521 853348\\PR\
Salumificio Molinetto\Str. Molinetto, 1/1, 43024 Neviano degli Arduini PR\\340 578 6925\\PR\
Pio Tosini Industria Prosciutti Spa\Via Fanti D'Italia, 23, 43013 Langhirano PR\http://www.parmalimentare.net/it/pio-tosini-industria-prosciutti-spa/\0521 853945\info@piotosini.it\PR\
Salumificio Petrolini Igino E C. (S.P.A.)\Via Cavo, 2, 43037 Mulazzano Ponte PR\https://salumificiopetrolini.business.site/?utm_source=gmb&utm_medium=referral\0521 857510\\PR\
La Prosciutteria - Silvano Romani\Str. Luigi Carlo Farini, 9, 43121 Parma PR\http://www.silvanoromaniparma.it/la-prosciutteria\0521 234188\laprosciutteria@silvanoromaniparma.it\PR\
Montanari salumi\Str. Langhirano, 558, 43124 Corcagnano PR\http://www.montanarisalumi.com/\0521 800352\montanarisalumi@gmail.com\PR\
La Felinese Salumi Spa\Via Aldo Moro, 4/A, 43035 Felino PR\http://www.felinese.it/\0521 837711\info@felinese.it bootstrap-icons@1.8.1\PR\
Prosciuttificio M.P. Srl\Str. Mulino Fabiola, 42, 43013 Langhirano PR\https://prosciuttificiomp.weebly.com/\0521 861119\andrea@mpprosciutti.com\PR\
Salumificio Dassena\Frazione Spigarolo, 24, 43011 Spigarolo PR\http://www.salumificiodassena.com/\0524 92367\salumificiodassena@gmail.com Logo_Dasso_bego_x60@2x.png\PR\
San Nicola Prosciuttificio del Sole S.p.A.\Str. della Val Parma, 89, 43021 Corniglio PR\https://www.san-nicola.com/\0521 881400\info@san-nicola.com\PR\
Salumificio F.lli Moretti Di Moretti Marco E C. Snc\Via Bruno Bocconi, 21, 43028 Moragnano PR\\0521 866935\\PR\
F.lli Grossi srl\Via Guglielmo Marconi, 96, 43035 Felino PR\http://www.fratelligrossi.it/\0521 831662\info@fratelligrossi.it amministrazione@pec.fratelligrossi.it\PR\
Ghirardi Prosciutti S.R.L. - Produzione Stagionatura Prosciutti\Via B. Ferrari, 3, 43013 Langhirano PR\http://www.ghirardiprosciutti.it/\0521 861155\\PR\
Ghirardi Prosciutti S.R.L. - Produzione Stagionatura Prosciutti\Via B. Ferrari, 3, 43013 Langhirano PR\http://www.ghirardiprosciutti.it/\0521 861155\\PR\
Ghirardi Prosciutti S.R.L. - Produzione Stagionatura Prosciutti\Via B. Ferrari, 3, 43013 Langhirano PR\http://www.ghirardiprosciutti.it/\0521 861155\\PR\
Ghirardi Prosciutti S.R.L. - Produzione Stagionatura Prosciutti\Via B. Ferrari, 3, 43013 Langhirano PR\http://www.ghirardiprosciutti.it/\0521 861155\\PR\
Ghirardi Prosciutti S.R.L. - Produzione Stagionatura Prosciutti\Via B. Ferrari, 3, 43013 Langhirano PR\http://www.ghirardiprosciutti.it/\0521 861155\\PR\
Ghirardi Prosciutti S.R.L. - Produzione Stagionatura Prosciutti\Via B. Ferrari, 3, 43013 Langhirano PR\http://www.ghirardiprosciutti.it/\0521 861155\\PR\
Ghirardi Prosciutti S.R.L. - Produzione Stagionatura Prosciutti\Via B. Ferrari, 3, 43013 Langhirano PR\http://www.ghirardiprosciutti.it/\0521 861155\\PR\
Ghirardi Prosciutti S.R.L. - Produzione Stagionatura Prosciutti\Via B. Ferrari, 3, 43013 Langhirano PR\http://www.ghirardiprosciutti.it/\0521 861155\\PR\
Ghirardi Prosciutti S.R.L. - Produzione Stagionatura Prosciutti\Via B. Ferrari, 3, 43013 Langhirano PR\http://www.ghirardiprosciutti.it/\0521 861155\\PR\
Ghirardi Prosciutti S.R.L. - Produzione Stagionatura Prosciutti\Via B. Ferrari, 3, 43013 Langhirano PR\http://www.ghirardiprosciutti.it/\0521 861155\\PR\
Ghirardi Prosciutti S.R.L. - Produzione Stagionatura Prosciutti\Via B. Ferrari, 3, 43013 Langhirano PR\http://www.ghirardiprosciutti.it/\0521 861155\\PR\
Ghirardi Prosciutti S.R.L. - Produzione Stagionatura Prosciutti\Via B. Ferrari, 3, 43013 Langhirano PR\http://www.ghirardiprosciutti.it/\0521 861155\\PR\
Ghirardi Prosciutti S.R.L. - Produzione Stagionatura Prosciutti\Via B. Ferrari, 3, 43013 Langhirano PR\http://www.ghirardiprosciutti.it/\0521 861155\\PR\
Ghirardi Prosciutti S.R.L. - Produzione Stagionatura Prosciutti\Via B. Ferrari, 3, 43013 Langhirano PR\http://www.ghirardiprosciutti.it/\0521 861155\\PR\
Ghirardi Prosciutti S.R.L. - Produzione Stagionatura Prosciutti\Via B. Ferrari, 3, 43013 Langhirano PR\http://www.ghirardiprosciutti.it/\0521 861155\\PR\
Ghirardi Prosciutti S.R.L. - Produzione Stagionatura Prosciutti\Via B. Ferrari, 3, 43013 Langhirano PR\http://www.ghirardiprosciutti.it/\0521 861155\\PR\
Ghirardi Prosciutti S.R.L. - Produzione Stagionatura Prosciutti\Via B. Ferrari, 3, 43013 Langhirano PR\http://www.ghirardiprosciutti.it/\0521 861155\\PR\
Ghirardi Prosciutti S.R.L. - Produzione Stagionatura Prosciutti\Via B. Ferrari, 3, 43013 Langhirano PR\http://www.ghirardiprosciutti.it/\0521 861155\\PR\
Ghirardi Prosciutti S.R.L. - Produzione Stagionatura Prosciutti\Via B. Ferrari, 3, 43013 Langhirano PR\http://www.ghirardiprosciutti.it/\0521 861155\\PR\
Ghirardi Prosciutti S.R.L. - Produzione Stagionatura Prosciutti\Via B. Ferrari, 3, 43013 Langhirano PR\http://www.ghirardiprosciutti.it/\0521 861155\\PR\
Ghirardi Prosciutti S.R.L. - Produzione Stagionatura Prosciutti\Via B. Ferrari, 3, 43013 Langhirano PR\http://www.ghirardiprosciutti.it/\0521 861155\\PR\
Ghirardi Prosciutti S.R.L. - Produzione Stagionatura Prosciutti\Via B. Ferrari, 3, 43013 Langhirano PR\http://www.ghirardiprosciutti.it/\0521 861155\\PR\
Ghirardi Prosciutti S.R.L. - Produzione Stagionatura Prosciutti\Via B. Ferrari, 3, 43013 Langhirano PR\http://www.ghirardiprosciutti.it/\0521 861155\\PR\
Ghirardi Prosciutti S.R.L. - Produzione Stagionatura Prosciutti\Via B. Ferrari, 3, 43013 Langhirano PR\http://www.ghirardiprosciutti.it/\0521 861155\\PR\
Ghirardi Prosciutti S.R.L. - Produzione Stagionatura Prosciutti\Via B. Ferrari, 3, 43013 Langhirano PR\http://www.ghirardiprosciutti.it/\0521 861155\\PR\
Ghirardi Prosciutti S.R.L. - Produzione Stagionatura Prosciutti\Via B. Ferrari, 3, 43013 Langhirano PR\http://www.ghirardiprosciutti.it/\0521 861155\\PR\
Ghirardi Prosciutti S.R.L. - Produzione Stagionatura Prosciutti\Via B. Ferrari, 3, 43013 Langhirano PR\http://www.ghirardiprosciutti.it/\0521 861155\\PR\
Ghirardi Prosciutti S.R.L. - Produzione Stagionatura Prosciutti\Via B. Ferrari, 3, 43013 Langhirano PR\http://www.ghirardiprosciutti.it/\0521 861155\\PR\
Ghirardi Prosciutti S.R.L. - Produzione Stagionatura Prosciutti\Via B. Ferrari, 3, 43013 Langhirano PR\http://www.ghirardiprosciutti.it/\0521 861155\\PR\
Ghirardi Prosciutti S.R.L. - Produzione Stagionatura Prosciutti\Via B. Ferrari, 3, 43013 Langhirano PR\http://www.ghirardiprosciutti.it/\0521 861155\\PR\
Ghirardi Prosciutti S.R.L. - Produzione Stagionatura Prosciutti\Via B. Ferrari, 3, 43013 Langhirano PR\http://www.ghirardiprosciutti.it/\0521 861155\\PR\
Ghirardi Prosciutti S.R.L. - Produzione Stagionatura Prosciutti\Via B. Ferrari, 3, 43013 Langhirano PR\http://www.ghirardiprosciutti.it/\0521 861155\\PR\
Ghirardi Prosciutti S.R.L. - Produzione Stagionatura Prosciutti\Via B. Ferrari, 3, 43013 Langhirano PR\http://www.ghirardiprosciutti.it/\0521 861155\\PR\
Ghirardi Prosciutti S.R.L. - Produzione Stagionatura Prosciutti\Via B. Ferrari, 3, 43013 Langhirano PR\http://www.ghirardiprosciutti.it/\0521 861155\\PR\
Ghirardi Prosciutti S.R.L. - Produzione Stagionatura Prosciutti\Via B. Ferrari, 3, 43013 Langhirano PR\http://www.ghirardiprosciutti.it/\0521 861155\\PR\
Ghirardi Prosciutti S.R.L. - Produzione Stagionatura Prosciutti\Via B. Ferrari, 3, 43013 Langhirano PR\http://www.ghirardiprosciutti.it/\0521 861155\\PR\
Ghirardi Prosciutti S.R.L. - Produzione Stagionatura Prosciutti\Via B. Ferrari, 3, 43013 Langhirano PR\http://www.ghirardiprosciutti.it/\0521 861155\\PR\
Ghirardi Prosciutti S.R.L. - Produzione Stagionatura Prosciutti\Via B. Ferrari, 3, 43013 Langhirano PR\http://www.ghirardiprosciutti.it/\0521 861155\\PR\
Ghirardi Prosciutti S.R.L. - Produzione Stagionatura Prosciutti\Via B. Ferrari, 3, 43013 Langhirano PR\http://www.ghirardiprosciutti.it/\0521 861155\\PR\
Ghirardi Prosciutti S.R.L. - Produzione Stagionatura Prosciutti\Via B. Ferrari, 3, 43013 Langhirano PR\http://www.ghirardiprosciutti.it/\0521 861155\\PR\
Ghirardi Prosciutti S.R.L. - Produzione Stagionatura Prosciutti\Via B. Ferrari, 3, 43013 Langhirano PR\http://www.ghirardiprosciutti.it/\0521 861155\\PR\
Ghirardi Prosciutti S.R.L. - Produzione Stagionatura Prosciutti\Via B. Ferrari, 3, 43013 Langhirano PR\http://www.ghirardiprosciutti.it/\0521 861155\\PR\
Ghirardi Prosciutti S.R.L. - Produzione Stagionatura Prosciutti\Via B. Ferrari, 3, 43013 Langhirano PR\http://www.ghirardiprosciutti.it/\0521 861155\\PR\
Ghirardi Prosciutti S.R.L. - Produzione Stagionatura Prosciutti\Via B. Ferrari, 3, 43013 Langhirano PR\http://www.ghirardiprosciutti.it/\0521 861155\\PR\
Ghirardi Prosciutti S.R.L. - Produzione Stagionatura Prosciutti\Via B. Ferrari, 3, 43013 Langhirano PR\http://www.ghirardiprosciutti.it/\0521 861155\\PR\
Ghirardi Prosciutti S.R.L. - Produzione Stagionatura Prosciutti\Via B. Ferrari, 3, 43013 Langhirano PR\http://www.ghirardiprosciutti.it/\0521 861155\\PR\
Ghirardi Prosciutti S.R.L. - Produzione Stagionatura Prosciutti\Via B. Ferrari, 3, 43013 Langhirano PR\http://www.ghirardiprosciutti.it/\0521 861155\\PR\
Ghirardi Prosciutti S.R.L. - Produzione Stagionatura Prosciutti\Via B. Ferrari, 3, 43013 Langhirano PR\http://www.ghirardiprosciutti.it/\0521 861155\\PR\
Ghirardi Prosciutti S.R.L. - Produzione Stagionatura Prosciutti\Via B. Ferrari, 3, 43013 Langhirano PR\http://www.ghirardiprosciutti.it/\0521 861155\\PR\
Ghirardi Prosciutti S.R.L. - Produzione Stagionatura Prosciutti\Via B. Ferrari, 3, 43013 Langhirano PR\http://www.ghirardiprosciutti.it/\0521 861155\\PR\
Ghirardi Prosciutti S.R.L. - Produzione Stagionatura Prosciutti\Via B. Ferrari, 3, 43013 Langhirano PR\http://www.ghirardiprosciutti.it/\0521 861155\\PR\
Ghirardi Prosciutti S.R.L. - Produzione Stagionatura Prosciutti\Via B. Ferrari, 3, 43013 Langhirano PR\http://www.ghirardiprosciutti.it/\0521 861155\\PR\
Ghirardi Prosciutti S.R.L. - Produzione Stagionatura Prosciutti\Via B. Ferrari, 3, 43013 Langhirano PR\http://www.ghirardiprosciutti.it/\0521 861155\\PR\
Ghirardi Prosciutti S.R.L. - Produzione Stagionatura Prosciutti\Via B. Ferrari, 3, 43013 Langhirano PR\http://www.ghirardiprosciutti.it/\0521 861155\\PR\
Ghirardi Prosciutti S.R.L. - Produzione Stagionatura Prosciutti\Via B. Ferrari, 3, 43013 Langhirano PR\http://www.ghirardiprosciutti.it/\0521 861155\\PR\
Ghirardi Prosciutti S.R.L. - Produzione Stagionatura Prosciutti\Via B. Ferrari, 3, 43013 Langhirano PR\http://www.ghirardiprosciutti.it/\0521 861155\\PR\
Ghirardi Prosciutti S.R.L. - Produzione Stagionatura Prosciutti\Via B. Ferrari, 3, 43013 Langhirano PR\http://www.ghirardiprosciutti.it/\0521 861155\\PR\
Ghirardi Prosciutti S.R.L. - Produzione Stagionatura Prosciutti\Via B. Ferrari, 3, 43013 Langhirano PR\http://www.ghirardiprosciutti.it/\0521 861155\\PR\
Ghirardi Prosciutti S.R.L. - Produzione Stagionatura Prosciutti\Via B. Ferrari, 3, 43013 Langhirano PR\http://www.ghirardiprosciutti.it/\0521 861155\\PR\
